Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
13138271785,"Dec 17, 2024, 10:38:47 PM",Evening Run,Run,,1093,2.60,,,false,,,activities/13138271785.gpx,,,1093.0,1093.0,2608.199951171875,4.340000152587891,2.3862762451171875,37.54800033569336,37.54800033569336,533.2999877929688,571.0,12.903225898742676,-0.3872402310371399,,,84.0,76.14603424072266,,,,,190.51568603515625,,,,,,,,,,,,,,0.0,,0.0,,1.0,2673.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3862762451171875,522.0,,,,2770.0,,,,,2.4459285736083984,,,""
13145523003,"Dec 18, 2024, 11:50:09 PM",Evening Run,Run,,333,1.34,,,false,,,activities/13145523003.gpx,,,333.0,333.0,1339.5999755859375,5.239999771118164,4.022822856903076,9.093381881713867,9.093381881713867,533.4000244140625,571.0,7.659574508666992,-1.9035532474517822,,,136.0,78.40853881835938,,,,,93.62590789794922,,,,,,,,,,,,,,0.0,,0.0,,1.0,1313.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.022822856903076,162.5,,,,854.0,,,,,3.945345401763916,,,""
13145621700,"Dec 19, 2024, 12:09:43 AM",Night Run,Run,,481,1.45,,,false,,,activities/13145621700.gpx,,,481.0,476.0,1458.4000244140625,4.170000076293945,3.0638656616210938,6.383333206176758,6.383333206176758,568.7000122070312,575.2000122070312,6.666666507720947,0.2605595290660858,,,85.0,78.57782745361328,,,,,105.02806091308594,,,,,,,,,,,,,,0.0,,0.0,,1.0,1473.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0320165157318115,104.19999694824219,,,,1254.0,,,,,3.0962185859680176,,,""
13207891642,"Dec 28, 2024, 12:54:44 PM",Morning Run,Run,,407,0.65,,,false,,,activities/13207891642.gpx,,,407.0,331.0,655.5,3.319999933242798,1.9803625345230103,17.34857177734375,17.34857177734375,574.0,591.7000122070312,21.9941349029541,0.549199104309082,,,81.0,73.97590637207031,,,,,50.72531509399414,,,,,,,,,,,,,,0.0,,0.0,,1.0,711.7999877929688,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6105650663375854,365.0,,,,784.0,,,,,2.1504530906677246,,,""
13253109416,"Jan 3, 2025, 9:23:23 AM",Morning Run,Run,"",1947,5.68,,,false,,,activities/13253109416.gpx,,,1947.0,1944.0,5687.2001953125,3.799999952316284,2.9255144596099854,65.65943908691406,67.40650177001953,533.7000122070312,575.5,11.336031913757324,0.01582501083612442,,,95.0,77.88618469238281,,,,,413.2353210449219,,,,,,,,,,,,,,0.0,,0.0,,1.0,5798.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.921006679534912,2012.0,,,,5050.0,,,,,2.98287034034729,,,""
13288097558,"Jan 7, 2025, 9:11:15 AM",Morning Run,Run,,1011,2.51,,,false,,,activities/13288097558.gpx,,,1011.0,1011.0,2515.89990234375,3.640000104904175,2.4885261058807373,38.857025146484375,38.857025146484375,513.9000244140625,571.0999755859375,11.453744888305664,-2.1185262203216553,,,80.0,75.63330078125,,,,,179.02801513671875,,,,,,,,,,,,,,0.0,,0.0,,1.0,2512.199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4885261058807373,1108.9000244140625,,,,2550.0,,,,,2.4848663806915283,,,""
13322017224,"Jan 11, 2025, 8:16:25 AM",Morning Run,Run,,402,1.46,,,false,,,activities/13322017224.gpx,,,402.0,402.0,1466.5999755859375,4.78000020980835,3.648258686065674,12.196078300476074,12.196078300476074,562.0999755859375,575.5,6.25,0.6545752286911011,,,86.0,76.0251235961914,,,,,106.84527587890625,,,,,,,,,,,,,,0.0,,0.0,,1.0,1499.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.648258686065674,1144.4000244140625,,,,1014.0,,,,,3.729602098464966,,,""
13322068956,"Jan 11, 2025, 8:23:33 AM",Morning Run,Run,,636,1.56,,,false,,,activities/13322068956.gpx,,,636.0,515.0,1567.300048828125,4.019999980926514,3.0433008670806885,3.5445377826690674,3.5445377826690674,545.5999755859375,575.5,2.777777671813965,-1.6461430788040161,,,96.0,76.1205825805664,,,,,109.69581604003906,,,,,,,,,,,,,,0.0,,0.0,,1.0,1539.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.464308261871338,1020.5,,,,1270.0,,,,,2.9889321327209473,,,""
13346035764,"Jan 13, 2025, 7:32:23 PM",Afternoon Run,Run,,412,1.27,,,false,,,activities/13346035764.gpx,,,412.0,412.0,1272.5,3.4800000190734863,3.088592290878296,18.466461181640625,18.466461181640625,534.2999877929688,571.0,11.320755004882812,-1.1709233522415161,,,80.0,76.63725280761719,,,,,91.53076171875,,,,,,,,,,,,,,0.0,,0.0,,1.0,1284.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.088592290878296,187.5,,,,1050.0,,,,,3.117475748062134,,,""
13394735616,"Jan 19, 2025, 10:09:51 AM",Cresol run,Run,"",1346,4.87,,,false,,,activities/13394735616.gpx,,,1346.0,1336.0,4869.5,6.440000057220459,3.6448352336883545,29.075294494628906,28.506959915161133,531.5,548.4000244140625,10.0,-0.008214395493268967,,,112.0,80.05184173583984,,,,,351.2361145019531,,,,,,,,,,,,,,0.0,,0.0,,1.0,4928.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.6177563667297363,2999.60009765625,,,,3574.0,,,,,3.6891467571258545,,,""
13594590023,"Feb 10, 2025, 10:58:47 PM",Evening Run,Run,,1003,3.09,,,false,,,activities/13594590023.gpx,,,1003.0,996.0,3095.699951171875,5.28000020980835,3.1081326007843018,28.08296775817871,28.08296775817871,563.5,575.5999755859375,7.659574508666992,0.2390412539243698,,,87.0,77.14775085449219,,,,,224.3444366455078,,,,,,,,,,,,,,0.0,,0.0,,1.0,3148.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0864405632019043,337.5,,,,2556.0,,,,,3.160742998123169,,,""
13595180770,"Feb 11, 2025, 12:32:43 AM",Night Run,Run,,1030,2.71,,,false,,,activities/13595180770.gpx,,,1030.0,1027.0,2716.300048828125,4.179999828338623,2.644887924194336,3.2562499046325684,3.2562499046325684,555.5999755859375,575.5999755859375,2.654867172241211,-0.6553031802177429,,,83.0,75.69811248779297,,,,,191.5347442626953,,,,,,,,,,,,,,0.0,,0.0,,1.0,2687.699951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6371843814849854,2249.199951171875,,,,2594.0,,,,,2.617039918899536,,,""
13606454224,"Feb 12, 2025, 8:59:54 AM",Morning Run,Run,,2460,7.64,,,false,,,activities/13606454224.gpx,,,2460.0,2448.0,7643.0,4.21999979019165,3.122140407562256,56.235530853271484,56.235530853271484,563.0,584.9000244140625,10.13513469696045,0.03140128403902054,,,103.0,77.6250991821289,,,,,549.3555908203125,,,,,,,,,,,,,,0.0,,0.0,,1.0,7708.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.106910467147827,4420.5,,,,6342.0,,,,,3.149019718170166,,,""
13703439486,"Feb 23, 2025, 10:34:22 AM",1° Off Road unimed,Run,"",2472,5.75,,,false,,,activities/13703439486.gpx,,,2472.0,2324.0,5755.5,4.320000171661377,2.4765491485595703,185.96058654785156,186.07421875,439.0,557.2999877929688,31.963470458984375,0.005212405696511269,,,98.0,71.82694244384766,,,,,480.8001708984375,,,,,,,,,,,,,,0.0,,0.0,,1.0,6746.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3282766342163086,5534.0,,,,5530.0,,,,,2.9030981063842773,,,""
13799596916,"Mar 5, 2025, 8:01:03 PM",Afternoon Run,Run,,1462,4.35,,,false,,,activities/13799596916.gpx,,,1462.0,1442.0,4354.7998046875,4.659999847412109,3.019972324371338,34.89223098754883,34.89223098754883,562.0999755859375,575.5999755859375,7.563024997711182,0.1722237467765808,,,110.0,77.5571060180664,,,,,314.5710754394531,,,,,,,,,,,,,,0.0,,0.0,,1.0,4414.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9786593914031982,2868.60009765625,,,,3738.0,,,,,3.0611650943756104,,,""
13807911273,"Mar 6, 2025, 6:44:18 PM",Afternoon Run,Run,,430,1.51,,,false,,,activities/13807911273.gpx,,,430.0,424.0,1517.9000244140625,6.880000114440918,3.5799527168273926,2.9388887882232666,2.9388887882232666,533.0999755859375,571.0,5.825242519378662,-2.167468309402466,,,101.0,78.29523468017578,,,,,104.55059051513672,,,,,,,,,,,,,,0.0,,0.0,,1.0,1467.0999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.5299999713897705,119.9000015258789,,,,1116.0,,,,,3.46014142036438,,,""
13808189091,"Mar 6, 2025, 7:16:33 PM",Afternoon Run,Run,,325,1.02,,,false,,,activities/13808189091.gpx,,,325.0,321.0,1023.0999755859375,5.980000019073486,3.187227487564087,37.206207275390625,37.206207275390625,533.0999755859375,571.0,11.158798217773438,3.704427719116211,,,105.0,78.65723419189453,,,,,83.04328918457031,,,,,,,,,,,,,,0.0,,0.0,,1.0,1165.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1480000019073486,29.399999618530273,,,,846.0,,,,,3.630218029022217,,,""
13830692605,"Mar 9, 2025, 9:15:27 AM",Boulevard Run,Run,"",3061,10.21,,,false,,,activities/13830692605.gpx,,,3061.0,3061.0,10211.900390625,7.0,3.336132049560547,90.11092376708984,95.69971466064453,540.4000244140625,569.0,38.709678649902344,-0.0048962486907839775,,,112.0,79.21875762939453,,,,,742.208740234375,,,,,,,,,,,,,,0.0,,0.0,,1.0,10415.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.336132049560547,4376.2998046875,,,,8086.0,,,,,3.402482748031616,,,""
13915658384,"Mar 13, 2025, 6:30:53 PM",Afternoon Run,Run,"",158,0.50,,,false,,,activities/13915658384.gpx,,,158.0,158.0,501.3999938964844,4.28000020980835,3.173417806625366,2.952322006225586,2.952322006225586,569.2000122070312,580.7000122070312,5.755395889282227,-1.4958117008209229,,,86.0,77.37908172607422,,,,,35.05448532104492,,,,,,,,,,,,,,0.0,,0.0,,1.0,491.8999938964844,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.173417806625366,234.8000030517578,,,,396.0,,,,,3.113291025161743,,,""
13915717446,"Mar 18, 2025, 12:16:52 PM",Morning Run,Run,"",359,1.20,,,false,,,activities/13915717446.gpx,,,359.0,359.0,1206.699951171875,6.260000228881836,3.361281394958496,9.452500343322754,9.452500343322754,564.2000122070312,575.5,8.0,0.7872710824012756,,,95.0,78.11331176757812,,,,,88.45930480957031,,,,,,,,,,,,,,0.0,,0.0,,1.0,1241.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.361281394958496,1206.699951171875,,,,934.0,,,,,3.45766019821167,,,""
13916264574,"Mar 18, 2025, 1:20:07 PM",Morning Run,Run,"",383,1.22,,,false,,,activities/13916264574.gpx,,,383.0,383.0,1220.0,4.380000114440918,3.1853785514831543,0.0,0.0,544.7000122070312,575.5,1.6666666269302368,-2.352458953857422,,,101.0,78.13719940185547,,,,,84.5326919555664,,,,,,,,,,,,,,0.0,,0.0,,1.0,1186.199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1853785514831543,938.9000244140625,,,,996.0,,,,,3.097127914428711,,,""
13975273672,"Mar 24, 2025, 6:09:18 PM",Afternoon Run,Run,"",1127,3.18,,,false,,,activities/13975273672.gpx,,,1127.0,1127.0,3186.39990234375,4.326666831970215,2.827329158782959,37.56111145019531,37.56111145019531,533.2999877929688,575.5,12.38938045501709,-0.08473512530326843,,,83.0,75.90605163574219,,,,,232.29031372070312,,,,,,,,,,,,,,0.0,,0.0,,1.0,3259.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.827329158782959,1299.5999755859375,,,,2856.0,,,,,2.892280340194702,,,""
14330634257,"Apr 30, 2025, 9:07:12 AM",Morning Run,Run,"",576,1.78,,,false,,,activities/14330634257.gpx,,,576.0,576.0,1787.4000244140625,4.619999885559082,3.1031250953674316,8.417647361755371,8.417647361755371,564.0,574.0999755859375,9.600000381469727,0.31330424547195435,,,,,,,,,129.47854614257812,,,,,,,,,,,,,,0.0,,0.0,,1.0,1816.9000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1031250953674316,1144.699951171875,,,,,,,,,3.1543402671813965,,,""
14353472025,"May 2, 2025, 11:42:46 AM",Morning Run,Run,"",529,1.58,,,false,,,activities/14353472025.gpx,,,529.0,521.0,1582.300048828125,4.460000038146973,3.037044048309326,0.0,0.0,532.9000244140625,570.7999877929688,6.666666507720947,-2.2372496128082275,,,,,,,,,108.86915588378906,,,,,,,,,,,,,,0.0,,0.0,,1.0,1527.699951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9911153316497803,108.5,,,,,,,,,2.9322457313537598,,,""
14353565457,"May 2, 2025, 12:01:09 PM",Morning Run,Run,"",20,0.10,,,false,,,activities/14353565457.gpx,,,20.0,20.0,108.30000305175781,7.099999904632568,5.414999961853027,0.0,0.0,531.0,533.2000122070312,2.777777671813965,2.0313942432403564,,,,,,,,,8.138284683227539,,,,,,,,,,,,,,0.0,,0.0,,1.0,114.19999694824219,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.414999961853027,0.0,,,,,,,,,5.710000038146973,,,""
14353675510,"May 2, 2025, 12:12:56 PM",Morning Run,Run,"",18,0.10,,,false,,,activities/14353675510.gpx,,,18.0,18.0,105.69999694824219,7.059999942779541,5.872222423553467,0.0,0.0,531.0,533.0,2.4390244483947754,1.8921475410461426,,,,,,,,,7.895988941192627,,,,,,,,,,,,,,0.0,,0.0,,1.0,110.80000305175781,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.872222423553467,0.0,,,,,,,,,6.155555725097656,,,""
14353813717,"May 2, 2025, 12:22:43 PM",Morning Run,Run,"",366,0.96,,,false,,,activities/14353813717.gpx,,,366.0,363.0,966.0999755859375,4.21999979019165,2.6614325046539307,37.554386138916016,37.554386138916016,533.0999755859375,570.7999877929688,12.745098114013672,3.436497211456299,,,,,,,,,78.61070251464844,,,,,,,,,,,,,,0.0,,0.0,,1.0,1103.0999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.639617443084717,143.0,,,,,,,,,3.0388429164886475,,,""
